Order_ID,Restaurant_Name,Location,Order_Date,Order_Time,Deliver_status,Delivery_Duration,Pizza_Size,Pizza_Type,Distance,Traffic_Level,Payment_Method,Is_Peak_Hour,Is_Weekend,Order_Month,Estimated_Duration ,Delay,Delayed_status
ORD184,Pizza Hut,"Chicago, IL",29-06-2024,19:45:00,Average,25,XL,Cheese Burst,4,High,Wallet,1,1,June,9.6,15.4,On Time
ORD185,Marco's Pizza,"Miami, FL",30-06-2024,13:00:00,Fast,20,M,Non-Veg,3.5,Low,Card,0,1,June,8.4,11.6,On Time
ORD186,Domino's,"Los Angeles, CA",01-07-2024,18:30:00,Fast,20,L,Veg,4.5,Medium,UPI,1,0,July,10.8,9.2,On Time
ORD187,Papa John's,"Denver, CO",02-07-2024,20:15:00,Average,25,S,Vegan,2,High,Cash,1,0,July,4.8,20.2,Delayed
ORD188,Little Caesars,"Boston, MA",03-07-2024,18:30:00,Fast,20,M,Non-Veg,3.5,Low,Wallet,1,0,July,8.4,11.6,On Time
ORD189,Pizza Hut,"Dallas, TX",04-07-2024,19:45:00,Average,25,XL,Cheese Burst,4,Medium,Card,1,0,July,9.6,15.4,On Time
ORD190,Marco's Pizza,"Seattle, WA",05-07-2024,13:00:00,Fast,20,M,Non-Veg,3.5,High,UPI,0,0,July,8.4,11.6,On Time
ORD191,Domino's,"Denver, CO",06-07-2024,18:30:00,Fast,20,L,Veg,4.5,Low,Cash,1,1,July,10.8,9.2,On Time
ORD192,Papa John's,"Boston, MA",07-07-2024,20:15:00,Average,25,S,Vegan,2,High,Wallet,1,1,July,4.8,20.2,Delayed
ORD193,Little Caesars,"Dallas, TX",08-07-2024,18:30:00,Fast,20,M,Non-Veg,3,High,UPI,1,0,July,7.2,12.8,On Time
ORD194,Pizza Hut,"Los Angeles, CA",09-07-2024,19:45:00,Average,25,XL,Cheese Burst,4.5,Low,Cash,1,0,July,10.8,14.2,On Time
ORD195,Marco's Pizza,"Chicago, IL",10-07-2024,13:00:00,Fast,20,M,Non-Veg,3.5,Medium,Wallet,0,0,July,8.4,11.6,On Time
ORD196,Domino's,"Miami, FL",11-07-2024,18:30:00,Fast,20,L,Veg,4,High,Card,1,0,July,9.6,10.4,On Time
ORD197,Papa John's,"Dallas, TX",12-07-2024,20:00:00,Average,25,M,Non-Veg,3,Low,UPI,1,0,July,7.2,17.8,On Time
ORD198,Little Caesars,"Houston, TX",13-07-2024,19:15:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,July,6,14,On Time
ORD199,Pizza Hut,"Phoenix, AZ",14-07-2024,19:45:00,Average,25,XL,Cheese Burst,4.5,High,Wallet,1,1,July,10.8,14.2,On Time
ORD200,Marco's Pizza,"Atlanta, GA",15-07-2024,13:00:00,Fast,20,M,Non-Veg,3,Medium,Card,0,0,July,7.2,12.8,On Time
ORD201,Domino's,"New York, NY",16-07-2024,18:30:00,Average,25,L,Veg,5,High,Card,1,0,July,12,13,On Time
ORD202,Papa John's,"Los Angeles, CA",17-07-2024,19:00:00,Average,30,M,Non-Veg,3.5,Medium,UPI,1,0,July,8.4,21.6,Delayed
ORD203,Little Caesars,"Chicago, IL",18-07-2024,20:15:00,Average,25,S,Vegan,4,Low,Cash,1,0,July,9.6,15.4,On Time
ORD204,Pizza Hut,"Houston, TX",19-07-2024,19:45:00,Average,25,XL,Cheese Burst,6,High,Wallet,1,0,July,14.4,10.6,On Time
ORD205,Marco's Pizza,"Phoenix, AZ",20-07-2024,13:00:00,Average,25,M,Non-Veg,3,Low,Card,0,1,July,7.2,17.8,On Time
ORD206,Domino's,"Miami, FL",21-07-2024,18:30:00,Average,25,L,Veg,5,High,UPI,1,1,July,12,13,On Time
ORD207,Papa John's,"Denver, CO",22-07-2024,20:15:00,Average,25,S,Vegan,2.5,Medium,Cash,1,0,July,6,19,On Time
ORD208,Little Caesars,"Boston, MA",23-07-2024,18:30:00,Fast,20,M,Non-Veg,3.5,Low,Wallet,1,0,July,8.4,11.6,On Time
ORD209,Pizza Hut,"Dallas, TX",24-07-2024,19:45:00,Average,25,XL,Cheese Burst,4,High,Card,1,0,July,9.6,15.4,On Time
ORD210,Marco's Pizza,"Seattle, WA",25-07-2024,13:00:00,Fast,20,M,Non-Veg,3.5,Low,UPI,0,0,July,8.4,11.6,On Time
ORD211,Domino's,"Denver, CO",26-07-2024,18:30:00,Fast,20,L,Veg,4.5,Medium,Cash,1,0,July,10.8,9.2,On Time
ORD212,Papa John's,"Boston, MA",27-07-2024,20:15:00,Average,25,S,Vegan,2,High,Wallet,1,1,July,4.8,20.2,Delayed
ORD213,Little Caesars,"Dallas, TX",28-07-2024,18:30:00,Fast,20,M,Non-Veg,3,High,UPI,1,1,July,7.2,12.8,On Time
ORD214,Pizza Hut,"Los Angeles, CA",29-07-2024,19:45:00,Average,25,XL,Cheese Burst,4.5,Low,Cash,1,0,July,10.8,14.2,On Time
ORD215,Marco's Pizza,"Chicago, IL",30-07-2024,13:00:00,Fast,20,M,Non-Veg,3.5,Medium,Wallet,0,0,July,8.4,11.6,On Time
ORD216,Domino's,"Miami, FL",31-07-2024,18:30:00,Fast,20,L,Veg,4,High,Card,1,0,July,9.6,10.4,On Time
ORD217,Papa John's,"Dallas, TX",01-08-2024,20:00:00,Average,25,M,Non-Veg,3,Low,UPI,1,0,August,7.2,17.8,On Time
ORD218,Little Caesars,"Houston, TX",02-08-2024,19:15:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,August,6,14,On Time
ORD219,Pizza Hut,"Phoenix, AZ",03-08-2024,19:45:00,Average,25,XL,Cheese Burst,4.5,High,Wallet,1,1,August,10.8,14.2,On Time
ORD220,Marco's Pizza,"Atlanta, GA",04-08-2024,13:00:00,Fast,20,M,Non-Veg,3,Medium,Card,0,1,August,7.2,12.8,On Time
ORD221,Domino's,"New York, NY",05-08-2024,18:30:00,Average,25,L,Veg,5,High,Card,1,0,August,12,13,On Time
ORD222,Papa John's,"Los Angeles, CA",06-08-2024,19:00:00,Average,30,M,Non-Veg,3.5,Medium,UPI,1,0,August,8.4,21.6,Delayed
ORD223,Little Caesars,"Chicago, IL",07-08-2024,20:15:00,Average,25,S,Vegan,4,Low,Cash,1,0,August,9.6,15.4,On Time
ORD224,Pizza Hut,"Houston, TX",08-08-2024,19:45:00,Average,25,XL,Cheese Burst,6,High,Wallet,1,0,August,14.4,10.6,On Time
ORD225,Marco's Pizza,"Phoenix, AZ",09-08-2024,13:00:00,Average,25,M,Non-Veg,3,Low,Card,0,0,August,7.2,17.8,On Time
ORD226,Domino's,"Miami, FL",10-08-2024,18:30:00,Average,25,L,Veg,5,High,UPI,1,1,August,12,13,On Time
ORD227,Papa John's,"Denver, CO",11-08-2024,20:15:00,Average,25,S,Vegan,2.5,Medium,Cash,1,1,August,6,19,On Time
ORD228,Little Caesars,"Boston, MA",12-08-2024,18:30:00,Fast,20,M,Non-Veg,3.5,Low,Wallet,1,0,August,8.4,11.6,On Time
ORD229,Pizza Hut,"Los Angeles, CA",13-08-2024,19:45:00,Average,25,XL,Cheese Burst,4.5,Low,Cash,1,0,August,10.8,14.2,On Time
ORD230,Domino's,"New York, NY",14-08-2024,18:30:00,Average,35,L,Veg,5,High,UPI,1,0,August,12,23,Delayed
ORD231,Papa John's,"Chicago, IL",15-08-2024,20:15:00,Average,25,M,Non-Veg,3.5,Medium,Card,1,0,August,8.4,16.6,On Time
ORD232,Little Caesars,"Houston, TX",16-08-2024,19:00:00,Fast,20,S,Vegan,2,Low,Wallet,1,0,August,4.8,15.2,On Time
ORD233,Marco's Pizza,"Phoenix, AZ",17-08-2024,13:00:00,Average,30,M,Non-Veg,3,High,UPI,0,1,August,7.2,22.8,Delayed
ORD234,Domino's,"Miami, FL",18-08-2024,18:30:00,Slow,40,L,Veg,5,High,Card,1,1,August,12,28,Delayed
ORD235,Papa John's,"Denver, CO",19-08-2024,20:15:00,Fast,20,S,Vegan,2.5,Medium,Cash,1,0,August,6,14,On Time
ORD236,Little Caesars,"Boston, MA",20-08-2024,18:30:00,Fast,20,M,Non-Veg,3.5,Low,Wallet,1,0,August,8.4,11.6,On Time
ORD237,Pizza Hut,"Dallas, TX",21-08-2024,19:45:00,Average,30,XL,Cheese Burst,4,High,Card,1,0,August,9.6,20.4,Delayed
ORD238,Marco's Pizza,"Seattle, WA",22-08-2024,13:00:00,Average,25,M,Non-Veg,3.5,Low,UPI,0,0,August,8.4,16.6,On Time
ORD239,Domino's,"Denver, CO",23-08-2024,18:30:00,Fast,20,L,Veg,4.5,Medium,Cash,1,0,August,10.8,9.2,On Time
ORD240,Papa John's,"Boston, MA",24-08-2024,20:15:00,Average,25,S,Vegan,2,High,Wallet,1,1,August,4.8,20.2,Delayed
ORD241,Little Caesars,"Dallas, TX",25-08-2024,18:30:00,Fast,20,M,Non-Veg,3,High,UPI,1,1,August,7.2,12.8,On Time
ORD242,Pizza Hut,"Los Angeles, CA",26-08-2024,19:45:00,Average,25,XL,Cheese Burst,4.5,Low,Cash,1,0,August,10.8,14.2,On Time
ORD243,Marco's Pizza,"Chicago, IL",27-08-2024,13:00:00,Fast,20,M,Non-Veg,3.5,Medium,Wallet,0,0,August,8.4,11.6,On Time
ORD244,Domino's,"Miami, FL",28-08-2024,18:30:00,Average,25,L,Veg,5,High,Card,1,0,August,12,13,On Time
ORD245,Papa John's,"Denver, CO",29-08-2024,20:15:00,Average,25,S,Vegan,2.5,Medium,Cash,1,0,August,6,19,On Time
ORD246,Little Caesars,"Boston, MA",30-08-2024,18:30:00,Fast,20,M,Non-Veg,3.5,Low,Wallet,1,0,August,8.4,11.6,On Time
ORD247,Pizza Hut,"Dallas, TX",31-08-2024,19:45:00,Average,25,XL,Cheese Burst,4,High,Card,1,1,August,9.6,15.4,On Time
ORD248,Marco's Pizza,"Seattle, WA",01-09-2024,13:00:00,Fast,20,M,Non-Veg,3.5,Low,UPI,0,1,September,8.4,11.6,On Time
ORD249,Domino's,"Denver, CO",02-09-2024,18:30:00,Fast,20,L,Veg,4.5,Medium,Cash,1,0,September,10.8,9.2,On Time
ORD250,Papa John's,"Boston, MA",03-09-2024,20:15:00,Average,25,S,Vegan,2,High,Wallet,1,0,September,4.8,20.2,Delayed
ORD251,Little Caesars,"Dallas, TX",04-09-2024,18:30:00,Fast,20,M,Non-Veg,3,High,UPI,1,0,September,7.2,12.8,On Time
ORD252,Pizza Hut,"Los Angeles, CA",05-09-2024,19:45:00,Average,25,XL,Cheese Burst,4.5,Low,Cash,1,0,September,10.8,14.2,On Time
ORD253,Marco's Pizza,"Chicago, IL",06-09-2024,13:00:00,Fast,20,M,Non-Veg,3.5,Medium,Wallet,0,0,September,8.4,11.6,On Time
ORD254,Domino's,"Miami, FL",07-09-2024,18:30:00,Average,25,L,Veg,5,High,Card,1,1,September,12,13,On Time
ORD255,Papa John's,"Denver, CO",08-09-2024,20:15:00,Average,25,S,Vegan,2.5,Medium,Cash,1,1,September,6,19,On Time
ORD256,Little Caesars,"Boston, MA",09-09-2024,18:30:00,Fast,20,M,Non-Veg,3.5,Low,Wallet,1,0,September,8.4,11.6,On Time
ORD257,Domino's,"San Francisco, CA",10-09-2024,18:00:00,Average,25,L,Veg,5,High,Cash,1,0,September,12,13,On Time
ORD258,Domino's,"Austin, TX",11-09-2024,19:15:00,Fast,20,M,Non-Veg,3.5,Medium,Card,1,0,September,8.4,11.6,On Time
ORD259,Domino's,"Seattle, WA",12-09-2024,20:30:00,Fast,20,S,Vegan,2.5,Low,Wallet,1,0,September,6,14,On Time
ORD260,Domino's,"Chicago, IL",13-09-2024,18:45:00,Average,25,XL,Cheese Burst,4.5,High,UPI,1,0,September,10.8,14.2,On Time
ORD261,Domino's,"Miami, FL",14-09-2024,19:00:00,Fast,20,M,Non-Veg,3,Medium,Cash,1,1,September,7.2,12.8,On Time
ORD262,Domino's,"Denver, CO",15-09-2024,20:00:00,Average,25,L,Veg,5,High,Card,1,1,September,12,13,On Time
ORD263,Domino's,"Boston, MA",16-09-2024,18:30:00,Fast,20,S,Vegan,2,Low,Wallet,1,0,September,4.8,15.2,On Time
ORD264,Domino's,"Dallas, TX",17-09-2024,19:45:00,Average,25,XL,Cheese Burst,4.5,Medium,UPI,1,0,September,10.8,14.2,On Time
ORD265,Domino's,"Los Angeles, CA",18-09-2024,18:00:00,Fast,20,M,Non-Veg,3.5,High,Cash,1,0,September,8.4,11.6,On Time
ORD266,Domino's,"New York, NY",19-09-2024,20:15:00,Average,25,L,Veg,5,High,Card,1,0,September,12,13,On Time
ORD267,Domino's,"San Jose, CA",10-09-2024,18:00:00,Fast,20,M,Veg,3,Low,Cash,1,0,September,7.2,12.8,On Time
ORD268,Papa John's,"Austin, TX",11-09-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,Card,1,0,September,14.4,15.6,On Time
ORD269,Pizza Hut,"Seattle, WA",12-09-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Wallet,1,0,September,19.2,20.8,Delayed
ORD270,Little Caesars,"Chicago, IL",13-09-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,UPI,1,0,September,6,14,On Time
ORD271,Marco's Pizza,"Miami, FL",14-09-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Cash,1,1,September,24,26,Delayed
ORD272,Domino's,"Denver, CO",15-09-2024,20:00:00,Average,35,M,Veg,5.5,Medium,Card,1,1,September,13.2,21.8,Delayed
ORD273,Papa John's,"Boston, MA",16-09-2024,18:30:00,Fast,20,S,Vegan,2,Low,Wallet,1,0,September,4.8,15.2,On Time
ORD274,Pizza Hut,"Dallas, TX",17-09-2024,19:45:00,Slow,40,XL,Cheese Burst,7.5,High,UPI,1,0,September,18,22,Delayed
ORD275,Little Caesars,"Los Angeles, CA",18-09-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,Cash,1,0,September,9.6,20.4,Delayed
ORD276,Marco's Pizza,"New York, NY",19-09-2024,20:15:00,Slow,45,L,Veg,9,High,Card,1,0,September,21.6,23.4,Delayed
ORD278,Domino's,"New York, NY",15-09-2024,18:45:00,Average,25,L,Veg,5,High,Domino's Cash,1,1,September,12,13,On Time
ORD279,Pizza Hut,"Los Angeles, CA",16-09-2024,20:00:00,Average,30,XL,Cheese Burst,6.5,Medium,Card,1,0,September,15.6,14.4,On Time
ORD280,Papa John's,"Chicago, IL",17-09-2024,19:15:00,Fast,20,M,Non-Veg,4,Low,UPI,1,0,September,9.6,10.4,On Time
ORD281,Little Caesars,"Houston, TX",18-09-2024,18:30:00,Average,35,S,Vegan,7.5,High,Wallet,1,0,September,18,17,On Time
ORD282,Marco's Pizza,"Phoenix, AZ",19-09-2024,13:00:00,Fast,20,M,Non-Veg,3.5,Low,Card,0,0,September,8.4,11.6,On Time
ORD283,Domino's,"Miami, FL",20-09-2024,18:45:00,Average,30,L,Veg,6,Medium,Domino's Cash,1,0,September,14.4,15.6,On Time
ORD284,Pizza Hut,"Denver, CO",21-09-2024,20:15:00,Average,25,XL,Cheese Burst,5,Low,UPI,1,1,September,12,13,On Time
ORD285,Papa John's,"Boston, MA",22-09-2024,19:30:00,Average,25,S,Vegan,4,High,Wallet,1,1,September,9.6,15.4,On Time
ORD286,Little Caesars,"Dallas, TX",23-09-2024,18:00:00,Fast,20,M,Non-Veg,3,Medium,Card,1,0,September,7.2,12.8,On Time
ORD287,Marco's Pizza,"Seattle, WA",24-09-2024,13:15:00,Average,30,M,Non-Veg,6,High,UPI,0,0,September,14.4,15.6,On Time
ORD288,Domino's,"New York, NY",25-09-2024,18:30:00,Average,30,L,Veg,5.5,High,Domino's Cash,1,0,September,13.2,16.8,On Time
ORD289,Pizza Hut,"Los Angeles, CA",26-09-2024,19:45:00,Average,25,XL,Cheese Burst,4.5,Low,Cash,1,0,September,10.8,14.2,On Time
ORD290,Papa John's,"Chicago, IL",27-09-2024,20:15:00,Average,25,M,Non-Veg,3.5,Medium,Card,1,0,September,8.4,16.6,On Time
ORD291,Little Caesars,"Houston, TX",28-09-2024,18:30:00,Fast,20,S,Vegan,2,Low,Wallet,1,1,September,4.8,15.2,On Time
ORD292,Marco's Pizza,"Phoenix, AZ",29-09-2024,13:00:00,Fast,20,M,Non-Veg,3,Low,UPI,0,1,September,7.2,12.8,On Time
ORD293,Domino's,"Miami, FL",30-09-2024,18:30:00,Average,25,L,Veg,5,High,Domino's Cash,1,0,September,12,13,On Time
ORD294,Pizza Hut,"Denver, CO",01-10-2024,19:45:00,Average,25,XL,Cheese Burst,4,High,Card,1,0,October,9.6,15.4,On Time
ORD295,Papa John's,"Boston, MA",02-10-2024,20:15:00,Average,25,S,Vegan,2.5,Medium,Wallet,1,0,October,6,19,On Time
ORD296,Little Caesars,"Dallas, TX",03-10-2024,18:30:00,Fast,20,M,Non-Veg,3.5,Low,UPI,1,0,October,8.4,11.6,On Time
ORD297,Marco's Pizza,"Seattle, WA",04-10-2024,13:00:00,Fast,20,M,Non-Veg,3.5,Low,Card,0,0,October,8.4,11.6,On Time
ORD298,Domino's,"New York, NY",05-10-2024,18:30:00,Average,25,L,Veg,5,High,Domino's Cash,1,1,October,12,13,On Time
ORD299,Pizza Hut,"Los Angeles, CA",06-10-2024,19:45:00,Average,25,XL,Cheese Burst,4.5,Low,Cash,1,1,October,10.8,14.2,On Time
ORD300,Papa John's,"Chicago, IL",07-10-2024,20:15:00,Average,25,M,Non-Veg,3.5,Medium,Card,1,0,October,8.4,16.6,On Time
ORD301,Little Caesars,"Houston, TX",08-10-2024,18:30:00,Fast,20,S,Vegan,2,Low,Wallet,1,0,October,4.8,15.2,On Time
ORD302,Marco's Pizza,"Phoenix, AZ",09-10-2024,13:00:00,Fast,20,M,Non-Veg,3,Low,UPI,0,0,October,7.2,12.8,On Time
ORD303,Domino's,"Miami, FL",10-10-2024,18:30:00,Average,25,L,Veg,5,High,Domino's Cash,1,0,October,12,13,On Time
ORD304,Pizza Hut,"Denver, CO",11-10-2024,19:45:00,Average,25,XL,Cheese Burst,4.5,Low,Card,1,0,October,10.8,14.2,On Time
ORD305,Papa John's,"Boston, MA",12-10-2024,20:15:00,Average,25,S,Vegan,2.5,Medium,Wallet,1,1,October,6,19,On Time
ORD306,Little Caesars,"Dallas, TX",13-10-2024,18:30:00,Fast,20,M,Non-Veg,3.5,Low,UPI,1,1,October,8.4,11.6,On Time
ORD307,Domino's,"New York, NY",26-08-2024,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,August,7.2,12.8,On Time
ORD308,Papa John's,"Chicago, IL",27-08-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,UPI,1,0,August,14.4,15.6,On Time
ORD309,Pizza Hut,"Los Angeles, CA",28-08-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,0,August,19.2,20.8,Delayed
ORD310,Little Caesars,"Houston, TX",29-08-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,August,6,14,On Time
ORD311,Marco's Pizza,"Phoenix, AZ",30-08-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,August,24,26,Delayed
ORD312,Domino's,"Miami, FL",31-08-2024,20:00:00,Average,35,M,Veg,5.5,Medium,Wallet,1,1,August,13.2,21.8,Delayed
ORD313,Papa John's,"Denver, CO",01-09-2024,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,1,September,4.8,15.2,On Time
ORD314,Pizza Hut,"Boston, MA",02-09-2024,19:45:00,Slow,40,XL,Cheese Burst,7.5,High,Hut Points,1,0,September,18,22,Delayed
ORD315,Little Caesars,"Dallas, TX",03-09-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,Cash,1,0,September,9.6,20.4,Delayed
ORD316,Marco's Pizza,"Seattle, WA",04-09-2024,20:15:00,Slow,45,L,Veg,9,High,Wallet,1,0,September,21.6,23.4,Delayed
ORD317,Domino's,"San Jose, CA",05-09-2024,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,September,7.2,12.8,On Time
ORD318,Papa John's,"Austin, TX",06-09-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,Cash,1,0,September,14.4,15.6,On Time
ORD319,Pizza Hut,"San Diego, CA",07-09-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,1,September,19.2,20.8,Delayed
ORD320,Little Caesars,"Jacksonville, FL",08-09-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Wallet,1,1,September,6,14,On Time
ORD321,Marco's Pizza,"Fort Worth, TX",09-09-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,September,24,26,Delayed
ORD322,Domino's,"Columbus, OH",10-09-2024,20:00:00,Average,35,M,Veg,5.5,Medium,Wallet,1,0,September,13.2,21.8,Delayed
ORD323,Papa John's,"Charlotte, NC",11-09-2024,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,September,4.8,15.2,On Time
ORD324,Pizza Hut,"Indianapolis, IN",12-09-2024,19:45:00,Slow,40,XL,Cheese Burst,7.5,High,Hut Points,1,0,September,18,22,Delayed
ORD325,Little Caesars,"San Francisco, CA",13-09-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,Cash,1,0,September,9.6,20.4,Delayed
ORD326,Marco's Pizza,"Charlotte, NC",14-09-2024,20:15:00,Slow,45,L,Veg,9,High,Wallet,1,1,September,21.6,23.4,Delayed
ORD327,Domino's,"Detroit, MI",15-09-2024,18:00:00,Fast,20,M,Veg,3,Low,Card,1,1,September,7.2,12.8,On Time
ORD328,Papa John's,"El Paso, TX",16-09-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,Cash,1,0,September,14.4,15.6,On Time
ORD329,Pizza Hut,"Memphis, TN",17-09-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,0,September,19.2,20.8,Delayed
ORD330,Little Caesars,"Baltimore, MD",18-09-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Wallet,1,0,September,6,14,On Time
ORD331,Marco's Pizza,"Boston, MA",19-09-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,September,24,26,Delayed
ORD332,Domino's,"New York, NY",20-09-2024,18:00:00,Fast,20,M,Veg,3,Low,Domino's Cash,1,0,September,7.2,12.8,On Time
ORD333,Papa John's,"Chicago, IL",21-09-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,UPI,1,1,September,14.4,15.6,On Time
ORD334,Pizza Hut,"Los Angeles, CA",22-09-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,1,September,19.2,20.8,Delayed
ORD335,Little Caesars,"Houston, TX",23-09-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,September,6,14,On Time
ORD336,Marco's Pizza,"Phoenix, AZ",24-09-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,September,24,26,Delayed
ORD337,Domino's,"Miami, FL",25-09-2024,20:00:00,Fast,20,M,Veg,3,Low,Card,1,0,September,7.2,12.8,On Time
ORD338,Papa John's,"Chicago, IL",26-09-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,UPI,1,0,September,14.4,15.6,On Time
ORD339,Pizza Hut,"Los Angeles, CA",27-09-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,0,September,19.2,20.8,Delayed
ORD340,Little Caesars,"Houston, TX",28-09-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,September,6,14,On Time
ORD341,Marco's Pizza,"Phoenix, AZ",29-09-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,1,September,24,26,Delayed
ORD342,Domino's,"Miami, FL",30-09-2024,20:00:00,Average,35,M,Veg,5.5,Medium,Wallet,1,0,September,13.2,21.8,Delayed
ORD343,Papa John's,"Denver, CO",01-10-2024,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,October,4.8,15.2,On Time
ORD344,Pizza Hut,"Boston, MA",02-10-2024,19:45:00,Slow,40,XL,Cheese Burst,7.5,High,Hut Points,1,0,October,18,22,Delayed
ORD345,Little Caesars,"Dallas, TX",03-10-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,Cash,1,0,October,9.6,20.4,Delayed
ORD346,Marco's Pizza,"Seattle, WA",04-10-2024,20:15:00,Slow,45,L,Veg,9,High,Wallet,1,0,October,21.6,23.4,Delayed
ORD347,Domino's,"San Jose, CA",05-10-2024,18:00:00,Fast,20,M,Veg,3,Low,Card,1,1,October,7.2,12.8,On Time
ORD348,Papa John's,"Austin, TX",06-10-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,Cash,1,1,October,14.4,15.6,On Time
ORD349,Pizza Hut,"San Diego, CA",07-10-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,0,October,19.2,20.8,Delayed
ORD350,Little Caesars,"Jacksonville, FL",08-10-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Wallet,1,0,October,6,14,On Time
ORD351,Marco's Pizza,"Fort Worth, TX",09-10-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,October,24,26,Delayed
ORD352,Domino's,"Columbus, OH",10-10-2024,20:00:00,Average,35,M,Veg,5.5,Medium,Wallet,1,0,October,13.2,21.8,Delayed
ORD353,Papa John's,"Charlotte, NC",11-10-2024,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,October,4.8,15.2,On Time
ORD354,Pizza Hut,"Indianapolis, IN",12-10-2024,19:45:00,Slow,40,XL,Cheese Burst,7.5,High,Hut Points,1,1,October,18,22,Delayed
ORD355,Little Caesars,"San Francisco, CA",13-10-2024,18:00:00,Average,30,M,Non-Veg,4,Medium,Cash,1,1,October,9.6,20.4,Delayed
ORD356,Marco's Pizza,"Charlotte, NC",14-10-2024,20:15:00,Slow,45,L,Veg,9,High,Wallet,1,0,October,21.6,23.4,Delayed
ORD357,Domino's,"Detroit, MI",15-10-2024,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,October,7.2,12.8,On Time
ORD358,Papa John's,"El Paso, TX",16-10-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,October,14.4,15.6,On Time
ORD359,Pizza Hut,"Memphis, TN",17-10-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,0,October,19.2,20.8,Delayed
ORD360,Little Caesars,"Baltimore, MD",18-10-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,October,6,14,On Time
ORD361,Marco's Pizza,"Boston, MA",19-10-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,1,October,24,26,Delayed
ORD362,Domino's,"New York, NY",20-10-2024,18:00:00,Fast,20,M,Veg,3,Low,Domino's Cash,1,1,October,7.2,12.8,On Time
ORD363,Domino's,"Miami, FL",21-10-2024,20:00:00,Fast,20,M,Veg,3,Low,Card,1,0,October,7.2,12.8,On Time
ORD364,Papa John's,"Chicago, IL",22-10-2024,19:15:00,Average,30,L,Non-Veg,6,Medium,UPI,1,0,October,14.4,15.6,On Time
ORD365,Pizza Hut,"Los Angeles, CA",23-10-2024,20:30:00,Slow,40,XL,Cheese Burst,8,High,Hut Points,1,0,October,19.2,20.8,Delayed
ORD366,Little Caesars,"Houston, TX",24-10-2024,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,October,6,14,On Time
ORD367,Marco's Pizza,"Phoenix, AZ",25-10-2024,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,October,24,26,Delayed
ORD368,Domino's,"Miami, FL",26-10-2024,20:00:00,Average,35,M,Veg,5.5,Medium,Wallet,1,1,October,13.2,21.8,Delayed
ORD369,Papa John's,"Denver, CO",27-10-2024,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,1,October,4.8,15.2,On Time
